Chromosome	RefSeq	GenBank	Ensembl	Length
chrUn1792	NW_003161115.1	AAGW02082504	AAGW02082504	12508
chrUn1793	NW_003161116.1	AAGW02082505	AAGW02082505	12499
chrUn1794	NW_003161117.1	AAGW02082506	AAGW02082506	12494
chrUn1795	NW_003161118.1	AAGW02082507	AAGW02082507	12459
chrUn1796	NW_003161119.1	AAGW02082508	AAGW02082508	12458
chrUn1797	NW_003161120.1	AAGW02082509	AAGW02082509	12450
chrUn1798	NW_003161121.1	AAGW02082510	AAGW02082510	12442
chrUn1799	NW_003161122.1	AAGW02082511	AAGW02082511	12433
chrUn1800	NW_003161123.1	AAGW02082512	AAGW02082512	12420
chrUn1801	NW_003161124.1	AAGW02082513	AAGW02082513	12401
chrUn1802	NW_003161125.1	AAGW02082514	AAGW02082514	12378
chrUn1803	NW_003161126.1	AAGW02082515	AAGW02082515	12371
chrUn1804	NW_003161127.1	AAGW02082516	AAGW02082516	12370
chrUn1805	NW_003161128.1	GL019944	GL019944	14643
chrUn1806	NW_003161129.1	AAGW02082519	AAGW02082519	12368
chrUn1807	NW_003161130.1	AAGW02082520	AAGW02082520	12367
chrUn1808	NW_003161131.1	AAGW02082521	AAGW02082521	12341
chrUn1809	NW_003161132.1	GL019945	GL019945	12602
chrUn1810	NW_003161133.1	AAGW02082524	AAGW02082524	12320
chrUn1811	NW_003161134.1	AAGW02082525	AAGW02082525	12316
chrUn1812	NW_003161135.1	AAGW02082526	AAGW02082526	12306
chrUn1813	NW_003161136.1	AAGW02082527	AAGW02082527	12265
chrUn1814	NW_003161137.1	GL019946	GL019946	13409
chrUn1815	NW_003161138.1	AAGW02082530	AAGW02082530	12259
chrUn1816	NW_003161139.1	AAGW02082531	AAGW02082531	12245
chrUn1817	NW_003161140.1	AAGW02082532	AAGW02082532	12227
chrUn1818	NW_003161141.1	AAGW02082533	AAGW02082533	12220
chrUn1819	NW_003161142.1	AAGW02082534	AAGW02082534	12208
chrUn1820	NW_003161143.1	GL019947	GL019947	12950
chrUn1821	NW_003161144.1	AAGW02082537	AAGW02082537	12147
chrUn1822	NW_003161145.1	AAGW02082538	AAGW02082538	12133
chrUn1823	NW_003161146.1	AAGW02082539	AAGW02082539	12123
chrUn1824	NW_003161147.1	AAGW02082540	AAGW02082540	12105
chrUn1825	NW_003161148.1	AAGW02082541	AAGW02082541	12103
chrUn1826	NW_003161149.1	AAGW02082542	AAGW02082542	12081
chrUn1827	NW_003161150.1	GL019948	GL019948	14398
chrUn1828	NW_003161151.1	GL019949	GL019949	15140
chrUn1829	NW_003161152.1	AAGW02082549	AAGW02082549	12064
chrUn1830	NW_003161153.1	AAGW02082550	AAGW02082550	12058
chrUn1831	NW_003161154.1	AAGW02082551	AAGW02082551	12052
chrUn1832	NW_003161155.1	AAGW02082552	AAGW02082552	12035
chrUn1833	NW_003161156.1	AAGW02082553	AAGW02082553	12034
chrUn1834	NW_003161157.1	AAGW02082554	AAGW02082554	12021
chrUn1835	NW_003161158.1	GL019950	GL019950	12346
chrUn1836	NW_003161159.1	GL019951	GL019951	14136
chrUn1837	NW_003161160.1	AAGW02082559	AAGW02082559	12001
chrUn1838	NW_003161161.1	GL019952	GL019952	12408
chrUn1839	NW_003161162.1	AAGW02082562	AAGW02082562	11975
chrUn1840	NW_003161163.1	AAGW02082563	AAGW02082563	11960
chrUn1841	NW_003161164.1	AAGW02082564	AAGW02082564	11958
chrUn1842	NW_003161165.1	AAGW02082565	AAGW02082565	11949
chrUn1843	NW_003161166.1	AAGW02082566	AAGW02082566	11917
chrUn1844	NW_003161167.1	AAGW02082567	AAGW02082567	11914
chrUn1845	NW_003161168.1	GL019953	GL019953	12826
chrUn1846	NW_003161169.1	AAGW02082571	AAGW02082571	11912
chrUn1847	NW_003161170.1	AAGW02082572	AAGW02082572	11911
chrUn1848	NW_003161171.1	AAGW02082573	AAGW02082573	11901
chrUn1849	NW_003161172.1	AAGW02082574	AAGW02082574	11882
chrUn1850	NW_003161173.1	AAGW02082575	AAGW02082575	11868
chrUn1851	NW_003161174.1	AAGW02082576	AAGW02082576	11866
chrUn1852	NW_003161175.1	GL019954	GL019954	12630
chrUn1853	NW_003161176.1	AAGW02082579	AAGW02082579	11848
chrUn1854	NW_003161177.1	AAGW02082580	AAGW02082580	11842
chrUn1855	NW_003161178.1	AAGW02082581	AAGW02082581	11839
chrUn1856	NW_003161179.1	GL019955	GL019955	12295
chrUn1857	NW_003161180.1	AAGW02082585	AAGW02082585	11819
chrUn1858	NW_003161181.1	AAGW02082586	AAGW02082586	11793
chrUn1859	NW_003161182.1	AAGW02082587	AAGW02082587	11774
chrUn1860	NW_003161183.1	AAGW02082588	AAGW02082588	11773
chrUn1861	NW_003161184.1	AAGW02082589	AAGW02082589	11739
chrUn1862	NW_003161185.1	AAGW02082590	AAGW02082590	11738
chrUn1863	NW_003161186.1	AAGW02082591	AAGW02082591	11736
chrUn1864	NW_003161187.1	AAGW02082592	AAGW02082592	11732
chrUn1865	NW_003161188.1	AAGW02082593	AAGW02082593	11725
chrUn1866	NW_003161189.1	AAGW02082594	AAGW02082594	11710
chrUn1867	NW_003161190.1	AAGW02082595	AAGW02082595	11708
chrUn1868	NW_003161191.1	AAGW02082596	AAGW02082596	11698
chrUn1869	NW_003161192.1	AAGW02082597	AAGW02082597	11692
chrUn1870	NW_003161193.1	AAGW02082598	AAGW02082598	11691
chrUn1871	NW_003161194.1	AAGW02082599	AAGW02082599	11688
chrUn1872	NW_003161195.1	AAGW02082600	AAGW02082600	11664
chrUn1873	NW_003161196.1	AAGW02082601	AAGW02082601	11655
chrUn1874	NW_003161197.1	AAGW02082602	AAGW02082602	11619
chrUn1875	NW_003161198.1	AAGW02082603	AAGW02082603	11618
chrUn1876	NW_003161199.1	AAGW02082604	AAGW02082604	11608
chrUn1877	NW_003161200.1	AAGW02082605	AAGW02082605	11603
chrUn1878	NW_003161201.1	GL019956	GL019956	17204
chrUn1879	NW_003161202.1	AAGW02082609	AAGW02082609	11550
chrUn1880	NW_003161203.1	AAGW02082610	AAGW02082610	11540
chrUn1881	NW_003161204.1	AAGW02082611	AAGW02082611	11539
chrUn1882	NW_003161205.1	AAGW02082612	AAGW02082612	11508
chrUn1883	NW_003161206.1	AAGW02082613	AAGW02082613	11507
chrUn1884	NW_003161207.1	AAGW02082614	AAGW02082614	11507
chrUn1885	NW_003161208.1	AAGW02082615	AAGW02082615	11501
chrUn1886	NW_003161209.1	AAGW02082616	AAGW02082616	11492
chrUn1887	NW_003161210.1	AAGW02082617	AAGW02082617	11489
chrUn1888	NW_003161211.1	AAGW02082618	AAGW02082618	11484
chrUn1889	NW_003161212.1	AAGW02082619	AAGW02082619	11480
chrUn1890	NW_003161213.1	AAGW02082620	AAGW02082620	11474
chrUn1891	NW_003161214.1	AAGW02082621	AAGW02082621	11467
chrUn1892	NW_003161215.1	AAGW02082622	AAGW02082622	11425
chrUn1893	NW_003161216.1	AAGW02082623	AAGW02082623	11383
chrUn1894	NW_003161217.1	AAGW02082624	AAGW02082624	11382
chrUn1895	NW_003161218.1	AAGW02082625	AAGW02082625	11363
chrUn1896	NW_003161219.1	AAGW02082626	AAGW02082626	11340
chrUn1897	NW_003161220.1	AAGW02082627	AAGW02082627	11332
chrUn1898	NW_003161221.1	GL019957	GL019957	12649
chrUn1899	NW_003161222.1	AAGW02082630	AAGW02082630	11266
chrUn1900	NW_003161223.1	AAGW02082631	AAGW02082631	11263
chrUn1901	NW_003161224.1	AAGW02082632	AAGW02082632	11251
chrUn1902	NW_003161225.1	AAGW02082633	AAGW02082633	11216
chrUn1903	NW_003161226.1	AAGW02082634	AAGW02082634	11198
chrUn1904	NW_003161227.1	AAGW02082635	AAGW02082635	11185
chrUn1905	NW_003161228.1	AAGW02082636	AAGW02082636	11170
chrUn1906	NW_003161229.1	AAGW02082637	AAGW02082637	11168
chrUn1907	NW_003161230.1	AAGW02082638	AAGW02082638	11163
chrUn1908	NW_003161231.1	GL019958	GL019958	12555
chrUn1909	NW_003161232.1	AAGW02082641	AAGW02082641	11139
chrUn1910	NW_003161233.1	AAGW02082642	AAGW02082642	11120
chrUn1911	NW_003161234.1	AAGW02082643	AAGW02082643	11120
chrUn1912	NW_003161235.1	AAGW02082644	AAGW02082644	11117
chrUn1913	NW_003161236.1	AAGW02082645	AAGW02082645	11104
chrUn1914	NW_003161237.1	AAGW02082646	AAGW02082646	11099
chrUn1915	NW_003161238.1	AAGW02082647	AAGW02082647	11097
chrUn1916	NW_003161239.1	AAGW02082648	AAGW02082648	11080
chrUn1917	NW_003161240.1	GL019959	GL019959	11176
chrUn1918	NW_003161241.1	AAGW02082651	AAGW02082651	11074
chrUn1919	NW_003161242.1	AAGW02082652	AAGW02082652	11069
chrUn1920	NW_003161243.1	AAGW02082653	AAGW02082653	11053
chrUn1921	NW_003161244.1	AAGW02082654	AAGW02082654	11044
chrUn1922	NW_003161245.1	AAGW02082655	AAGW02082655	11038
chrUn1923	NW_003161246.1	AAGW02082656	AAGW02082656	11037
chrUn1924	NW_003161247.1	AAGW02082657	AAGW02082657	11037
chrUn1925	NW_003161248.1	AAGW02082658	AAGW02082658	11027
chrUn1926	NW_003161249.1	AAGW02082659	AAGW02082659	11020
chrUn1927	NW_003161250.1	AAGW02082660	AAGW02082660	11016
chrUn1928	NW_003161251.1	AAGW02082661	AAGW02082661	11009
chrUn1929	NW_003161252.1	AAGW02082662	AAGW02082662	11009
chrUn1930	NW_003161253.1	AAGW02082663	AAGW02082663	11006
chrUn1931	NW_003161254.1	AAGW02082664	AAGW02082664	11001
chrUn1932	NW_003161255.1	AAGW02082665	AAGW02082665	10999
chrUn1933	NW_003161256.1	AAGW02082666	AAGW02082666	10993
chrUn1934	NW_003161257.1	AAGW02082667	AAGW02082667	10951
chrUn1935	NW_003161258.1	AAGW02082668	AAGW02082668	10949
chrUn1936	NW_003161259.1	AAGW02082669	AAGW02082669	10934
chrUn1937	NW_003161260.1	AAGW02082670	AAGW02082670	10930
chrUn1938	NW_003161261.1	AAGW02082671	AAGW02082671	10926
chrUn1939	NW_003161262.1	AAGW02082672	AAGW02082672	10897
chrUn1940	NW_003161263.1	AAGW02082673	AAGW02082673	10894
chrUn1941	NW_003161264.1	AAGW02082674	AAGW02082674	10890
chrUn1942	NW_003161265.1	AAGW02082675	AAGW02082675	10886
chrUn1943	NW_003161266.1	AAGW02082676	AAGW02082676	10885
chrUn1944	NW_003161267.1	AAGW02082677	AAGW02082677	10884
chrUn1945	NW_003161268.1	AAGW02082678	AAGW02082678	10883
chrUn1946	NW_003161269.1	AAGW02082679	AAGW02082679	10876
chrUn1947	NW_003161270.1	AAGW02082680	AAGW02082680	10867
chrUn1948	NW_003161271.1	AAGW02082681	AAGW02082681	10864
chrUn1949	NW_003161272.1	AAGW02082682	AAGW02082682	10860
chrUn1950	NW_003161273.1	AAGW02082683	AAGW02082683	10841
chrUn1951	NW_003161274.1	AAGW02082684	AAGW02082684	10837
chrUn1952	NW_003161275.1	AAGW02082685	AAGW02082685	10812
chrUn1953	NW_003161276.1	AAGW02082686	AAGW02082686	10800
chrUn1954	NW_003161277.1	AAGW02082687	AAGW02082687	10799
chrUn1955	NW_003161278.1	AAGW02082688	AAGW02082688	10789
chrUn1956	NW_003161279.1	AAGW02082689	AAGW02082689	10783
chrUn1957	NW_003161280.1	AAGW02082690	AAGW02082690	10757
chrUn1958	NW_003161281.1	AAGW02082691	AAGW02082691	10753
chrUn1959	NW_003161282.1	AAGW02082692	AAGW02082692	10745
chrUn1960	NW_003161283.1	AAGW02082693	AAGW02082693	10734
chrUn1961	NW_003161284.1	AAGW02082694	AAGW02082694	10733
chrUn1962	NW_003161285.1	AAGW02082695	AAGW02082695	10705
chrUn1963	NW_003161286.1	AAGW02082696	AAGW02082696	10701
chrUn1964	NW_003161287.1	AAGW02082697	AAGW02082697	10700
chrUn1965	NW_003161288.1	GL019960	GL019960	12717
chrUn1966	NW_003161289.1	GL019961	GL019961	15210
chrUn1967	NW_003161290.1	AAGW02082703	AAGW02082703	10659
chrUn1968	NW_003161291.1	GL019962	GL019962	11753
chrUn1969	NW_003161292.1	AAGW02082706	AAGW02082706	10650
chrUn1970	NW_003161293.1	AAGW02082707	AAGW02082707	10647
chrUn1971	NW_003161294.1	AAGW02082708	AAGW02082708	10634
chrUn1972	NW_003161295.1	AAGW02082709	AAGW02082709	10629
chrUn1973	NW_003161296.1	AAGW02082710	AAGW02082710	10602
chrUn1974	NW_003161297.1	AAGW02082711	AAGW02082711	10596
chrUn1975	NW_003161298.1	AAGW02082712	AAGW02082712	10576
chrUn1976	NW_003161299.1	AAGW02082713	AAGW02082713	10561
chrUn1977	NW_003161300.1	AAGW02082714	AAGW02082714	10546
chrUn1978	NW_003161301.1	AAGW02082715	AAGW02082715	10534
chrUn1979	NW_003161302.1	AAGW02082716	AAGW02082716	10533
chrUn1980	NW_003161303.1	AAGW02082717	AAGW02082717	10528
chrUn1981	NW_003161304.1	AAGW02082718	AAGW02082718	10528
chrUn1982	NW_003161305.1	AAGW02082719	AAGW02082719	10494
chrUn1983	NW_003161306.1	AAGW02082720	AAGW02082720	10489
chrUn1984	NW_003161307.1	AAGW02082721	AAGW02082721	10486
chrUn1985	NW_003161308.1	AAGW02082722	AAGW02082722	10484
chrUn1986	NW_003161309.1	AAGW02082723	AAGW02082723	10475
chrUn1987	NW_003161310.1	AAGW02082724	AAGW02082724	10472
chrUn1988	NW_003161311.1	AAGW02082725	AAGW02082725	10465
chrUn1989	NW_003161312.1	AAGW02082726	AAGW02082726	10443
chrUn1990	NW_003161313.1	AAGW02082727	AAGW02082727	10434
chrUn1991	NW_003161314.1	AAGW02082728	AAGW02082728	10422
chrUn1992	NW_003161315.1	AAGW02082729	AAGW02082729	10357
chrUn1993	NW_003161316.1	GL019963	GL019963	10451
chrUn1994	NW_003161317.1	AAGW02082732	AAGW02082732	10337
chrUn1995	NW_003161318.1	AAGW02082733	AAGW02082733	10321
chrUn1996	NW_003161319.1	AAGW02082734	AAGW02082734	10316
chrUn1997	NW_003161320.1	AAGW02082735	AAGW02082735	10313
chrUn1998	NW_003161321.1	AAGW02082736	AAGW02082736	10309
chrUn1999	NW_003161322.1	AAGW02082737	AAGW02082737	10308
chrUn2000	NW_003161323.1	AAGW02082738	AAGW02082738	10303
chrUn2001	NW_003161324.1	AAGW02082739	AAGW02082739	10302
chrUn2002	NW_003161325.1	AAGW02082740	AAGW02082740	10292
chrUn2003	NW_003161326.1	AAGW02082741	AAGW02082741	10288
chrUn2004	NW_003161327.1	AAGW02082742	AAGW02082742	10278
chrUn2005	NW_003161328.1	AAGW02082743	AAGW02082743	10269
chrUn2006	NW_003161329.1	AAGW02082744	AAGW02082744	10269
chrUn2007	NW_003161330.1	AAGW02082745	AAGW02082745	10252
chrUn2008	NW_003161331.1	AAGW02082746	AAGW02082746	10244
chrUn2009	NW_003161332.1	AAGW02082747	AAGW02082747	10227
chrUn2010	NW_003161333.1	AAGW02082748	AAGW02082748	10216
chrUn2011	NW_003161334.1	AAGW02082749	AAGW02082749	10213
chrUn2012	NW_003161335.1	AAGW02082750	AAGW02082750	10209
chrUn2013	NW_003161336.1	AAGW02082751	AAGW02082751	10195
chrUn2014	NW_003161337.1	AAGW02082752	AAGW02082752	10159
chrUn2015	NW_003161338.1	AAGW02082753	AAGW02082753	10159
chrUn2016	NW_003161339.1	AAGW02082754	AAGW02082754	10158
chrUn2017	NW_003161340.1	AAGW02082755	AAGW02082755	10153
chrUn2018	NW_003161341.1	AAGW02082756	AAGW02082756	10149
chrUn2019	NW_003161342.1	AAGW02082757	AAGW02082757	10136
chrUn2020	NW_003161343.1	AAGW02082758	AAGW02082758	10123
chrUn2021	NW_003161344.1	AAGW02082759	AAGW02082759	10111
chrUn2022	NW_003161345.1	AAGW02082760	AAGW02082760	10098
chrUn2023	NW_003161346.1	AAGW02082761	AAGW02082761	10080
chrUn2024	NW_003161347.1	AAGW02082762	AAGW02082762	10077
chrUn2025	NW_003161348.1	AAGW02082763	AAGW02082763	10057
chrUn2026	NW_003161349.1	AAGW02082764	AAGW02082764	10037
chrUn2027	NW_003161350.1	AAGW02082765	AAGW02082765	10035
chrUn2028	NW_003161351.1	AAGW02082766	AAGW02082766	10033
chrUn2029	NW_003161352.1	AAGW02082767	AAGW02082767	10024
chrUn2030	NW_003161353.1	AAGW02082768	AAGW02082768	10021
chrUn2031	NW_003161354.1	AAGW02082769	AAGW02082769	10001
chrUn2032	NW_003161355.1	AAGW02082770	AAGW02082770	9987
chrUn2033	NW_003161356.1	GL019964	GL019964	10079
chrUn2034	NW_003161357.1	AAGW02082773	AAGW02082773	9968
chrUn2035	NW_003161358.1	AAGW02082774	AAGW02082774	9968
chrUn2036	NW_003161359.1	AAGW02082775	AAGW02082775	9960
chrUn2037	NW_003161360.1	AAGW02082776	AAGW02082776	9956
chrUn2038	NW_003161361.1	AAGW02082777	AAGW02082777	9934
chrUn2039	NW_003161362.1	AAGW02082778	AAGW02082778	9924
chrUn2040	NW_003161363.1	GL019965	GL019965	10176
chrUn2041	NW_003161364.1	AAGW02082781	AAGW02082781	9908
chrUn2042	NW_003161365.1	AAGW02082782	AAGW02082782	9884
chrUn2043	NW_003161366.1	AAGW02082783	AAGW02082783	9876
chrUn2044	NW_003161367.1	AAGW02082784	AAGW02082784	9865
chrUn2045	NW_003161368.1	AAGW02082785	AAGW02082785	9856
chrUn2046	NW_003161369.1	AAGW02082786	AAGW02082786	9853
chrUn2047	NW_003161370.1	AAGW02082787	AAGW02082787	9847
chrUn2048	NW_003161371.1	AAGW02082788	AAGW02082788	9845
chrUn2049	NW_003161372.1	AAGW02082789	AAGW02082789	9842
chrUn2050	NW_003161373.1	AAGW02082790	AAGW02082790	9842
chrUn2051	NW_003161374.1	AAGW02082791	AAGW02082791	9826
chrUn2052	NW_003161375.1	AAGW02082792	AAGW02082792	9817
chrUn2053	NW_003161376.1	AAGW02082793	AAGW02082793	9779
chrUn2054	NW_003161377.1	GL019966	GL019966	12142
chrUn2055	NW_003161378.1	AAGW02082797	AAGW02082797	9766
chrUn2056	NW_003161379.1	AAGW02082798	AAGW02082798	9764
chrUn2057	NW_003161380.1	AAGW02082799	AAGW02082799	9758
chrUn2058	NW_003161381.1	AAGW02082800	AAGW02082800	9758
chrUn2059	NW_003161382.1	AAGW02082801	AAGW02082801	9747
chrUn2060	NW_003161383.1	AAGW02082802	AAGW02082802	9746
chrUn2061	NW_003161384.1	AAGW02082803	AAGW02082803	9745
chrUn2062	NW_003161385.1	AAGW02082804	AAGW02082804	9736
chrUn2063	NW_003161386.1	AAGW02082805	AAGW02082805	9729
chrUn2064	NW_003161387.1	AAGW02082806	AAGW02082806	9724
chrUn2065	NW_003161388.1	AAGW02082807	AAGW02082807	9707
chrUn2066	NW_003161389.1	AAGW02082808	AAGW02082808	9678
chrUn2067	NW_003161390.1	AAGW02082809	AAGW02082809	9677
chrUn2068	NW_003161391.1	AAGW02082810	AAGW02082810	9677
chrUn2069	NW_003161392.1	AAGW02082811	AAGW02082811	9676
chrUn2070	NW_003161393.1	AAGW02082812	AAGW02082812	9648
chrUn2071	NW_003161394.1	AAGW02082813	AAGW02082813	9644
chrUn2072	NW_003161395.1	AAGW02082814	AAGW02082814	9643
chrUn2073	NW_003161396.1	AAGW02082815	AAGW02082815	9640
chrUn2074	NW_003161397.1	AAGW02082816	AAGW02082816	9635
chrUn2075	NW_003161398.1	AAGW02082817	AAGW02082817	9627
chrUn2076	NW_003161399.1	GL019967	GL019967	9977
chrUn2077	NW_003161400.1	AAGW02082820	AAGW02082820	9595
chrUn2078	NW_003161401.1	AAGW02082821	AAGW02082821	9590
chrUn2079	NW_003161402.1	AAGW02082822	AAGW02082822	9578
chrUn2080	NW_003161403.1	AAGW02082823	AAGW02082823	9569
chrUn2081	NW_003161404.1	GL019968	GL019968	9857
chrUn2082	NW_003161405.1	AAGW02082826	AAGW02082826	9557
chrUn2083	NW_003161406.1	AAGW02082827	AAGW02082827	9557
chrUn2084	NW_003161407.1	GL019969	GL019969	9875
chrUn2085	NW_003161408.1	AAGW02082830	AAGW02082830	9534
chrUn2086	NW_003161409.1	AAGW02082831	AAGW02082831	9531
chrUn2087	NW_003161410.1	AAGW02082832	AAGW02082832	9523
chrUn2088	NW_003161411.1	AAGW02082833	AAGW02082833	9511
chrUn2089	NW_003161412.1	AAGW02082834	AAGW02082834	9507
chrUn2090	NW_003161413.1	AAGW02082835	AAGW02082835	9501
chrUn2091	NW_003161414.1	AAGW02082836	AAGW02082836	9495
chrUn2092	NW_003161415.1	AAGW02082837	AAGW02082837	9483
chrUn2093	NW_003161416.1	AAGW02082838	AAGW02082838	9483
chrUn2094	NW_003161417.1	AAGW02082839	AAGW02082839	9475
chrUn2095	NW_003161418.1	AAGW02082840	AAGW02082840	9412
chrUn2096	NW_003161419.1	AAGW02082841	AAGW02082841	9410
chrUn2097	NW_003161420.1	AAGW02082842	AAGW02082842	9408
chrUn2098	NW_003161421.1	AAGW02082843	AAGW02082843	9407
chrUn2099	NW_003161422.1	AAGW02082844	AAGW02082844	9403
chrUn2100	NW_003161423.1	AAGW02082845	AAGW02082845	9391
chrUn2101	NW_003161424.1	AAGW02082846	AAGW02082846	9383
chrUn2102	NW_003161425.1	AAGW02082847	AAGW02082847	9377
chrUn2103	NW_003161426.1	AAGW02082848	AAGW02082848	9336
chrUn2104	NW_003161427.1	AAGW02082849	AAGW02082849	9322
chrUn2105	NW_003161428.1	AAGW02082850	AAGW02082850	9320
chrUn2106	NW_003161429.1	AAGW02082851	AAGW02082851	9316
chrUn2107	NW_003161430.1	AAGW02082852	AAGW02082852	9315
chrUn2108	NW_003161431.1	AAGW02082853	AAGW02082853	9313
chrUn2109	NW_003161432.1	AAGW02082854	AAGW02082854	9306
chrUn2110	NW_003161433.1	AAGW02082855	AAGW02082855	9306
chrUn2111	NW_003161434.1	AAGW02082856	AAGW02082856	9276
chrUn2112	NW_003161435.1	AAGW02082857	AAGW02082857	9267
chrUn2113	NW_003161436.1	AAGW02082858	AAGW02082858	9257
chrUn2114	NW_003161437.1	AAGW02082859	AAGW02082859	9253
chrUn2115	NW_003161438.1	AAGW02082860	AAGW02082860	9233
chrUn2116	NW_003161439.1	AAGW02082861	AAGW02082861	9230
chrUn2117	NW_003161440.1	AAGW02082862	AAGW02082862	9212
chrUn2118	NW_003161441.1	AAGW02082863	AAGW02082863	9197
chrUn2119	NW_003161442.1	AAGW02082864	AAGW02082864	9195
chrUn2120	NW_003161443.1	AAGW02082865	AAGW02082865	9184
chrUn2121	NW_003161444.1	AAGW02082866	AAGW02082866	9178
chrUn2122	NW_003161445.1	AAGW02082867	AAGW02082867	9174
chrUn2123	NW_003161446.1	AAGW02082868	AAGW02082868	9163
chrUn2124	NW_003161447.1	AAGW02082869	AAGW02082869	9160
chrUn2125	NW_003161448.1	AAGW02082870	AAGW02082870	9159
chrUn2126	NW_003161449.1	AAGW02082871	AAGW02082871	9157
chrUn2127	NW_003161450.1	AAGW02082872	AAGW02082872	9149
chrUn2128	NW_003161451.1	AAGW02082873	AAGW02082873	9133
chrUn2129	NW_003161452.1	AAGW02082874	AAGW02082874	9123
chrUn2130	NW_003161453.1	AAGW02082875	AAGW02082875	9119
chrUn2131	NW_003161454.1	AAGW02082876	AAGW02082876	9116
chrUn2132	NW_003161455.1	AAGW02082877	AAGW02082877	9115
chrUn2133	NW_003161456.1	AAGW02082878	AAGW02082878	9105
chrUn2134	NW_003161457.1	AAGW02082879	AAGW02082879	9103
chrUn2135	NW_003161458.1	AAGW02082880	AAGW02082880	9101
chrUn2136	NW_003161459.1	AAGW02082881	AAGW02082881	9097
chrUn2137	NW_003161460.1	AAGW02082882	AAGW02082882	9094
chrUn2138	NW_003161461.1	AAGW02082883	AAGW02082883	9089
chrUn2139	NW_003161462.1	AAGW02082884	AAGW02082884	9083
chrUn2140	NW_003161463.1	AAGW02082885	AAGW02082885	9081
chrUn2141	NW_003161464.1	AAGW02082886	AAGW02082886	9078
chrUn2142	NW_003161465.1	AAGW02082887	AAGW02082887	9074
chrUn2143	NW_003161466.1	AAGW02082888	AAGW02082888	9065
chrUn2144	NW_003161467.1	AAGW02082889	AAGW02082889	9063
chrUn2145	NW_003161468.1	AAGW02082890	AAGW02082890	9060
chrUn2146	NW_003161469.1	AAGW02082891	AAGW02082891	9058
chrUn2147	NW_003161470.1	AAGW02082892	AAGW02082892	9051
chrUn2148	NW_003161471.1	AAGW02082893	AAGW02082893	9049
chrUn2149	NW_003161472.1	AAGW02082894	AAGW02082894	9013
chrUn2150	NW_003161473.1	AAGW02082895	AAGW02082895	9004
chrUn2151	NW_003161474.1	AAGW02082896	AAGW02082896	8996
chrUn2152	NW_003161475.1	AAGW02082897	AAGW02082897	8988
chrUn2153	NW_003161476.1	AAGW02082898	AAGW02082898	8988
chrUn2154	NW_003161477.1	GL019970	GL019970	12701
chrUn2155	NW_003161478.1	AAGW02082901	AAGW02082901	8976
chrUn2156	NW_003161479.1	AAGW02082902	AAGW02082902	8958
chrUn2157	NW_003161480.1	AAGW02082903	AAGW02082903	8957
chrUn2158	NW_003161481.1	AAGW02082904	AAGW02082904	8953
chrUn2159	NW_003161482.1	AAGW02082905	AAGW02082905	8951
chrUn2160	NW_003161483.1	AAGW02082906	AAGW02082906	8950
chrUn2161	NW_003161484.1	AAGW02082907	AAGW02082907	8950
chrUn2162	NW_003161485.1	AAGW02082908	AAGW02082908	8949
chrUn2163	NW_003161486.1	AAGW02082909	AAGW02082909	8946
chrUn2164	NW_003161487.1	AAGW02082910	AAGW02082910	8937
chrUn2165	NW_003161488.1	AAGW02082911	AAGW02082911	8937
chrUn2166	NW_003161489.1	AAGW02082912	AAGW02082912	8936
chrUn2167	NW_003161490.1	AAGW02082913	AAGW02082913	8920
chrUn2168	NW_003161491.1	AAGW02082914	AAGW02082914	8912
chrUn2169	NW_003161492.1	AAGW02082915	AAGW02082915	8908
chrUn2170	NW_003161493.1	AAGW02082916	AAGW02082916	8906
chrUn2171	NW_003161494.1	AAGW02082917	AAGW02082917	8906
chrUn2172	NW_003161495.1	AAGW02082918	AAGW02082918	8900
chrUn2173	NW_003161496.1	AAGW02082919	AAGW02082919	8891
chrUn2174	NW_003161497.1	AAGW02082920	AAGW02082920	8889
chrUn2175	NW_003161498.1	AAGW02082921	AAGW02082921	8882
chrUn2176	NW_003161499.1	AAGW02082922	AAGW02082922	8869
chrUn2177	NW_003161500.1	AAGW02082923	AAGW02082923	8867
chrUn2178	NW_003161501.1	AAGW02082924	AAGW02082924	8860
chrUn2179	NW_003161502.1	AAGW02082925	AAGW02082925	8856
chrUn2180	NW_003161503.1	AAGW02082926	AAGW02082926	8846
chrUn2181	NW_003161504.1	AAGW02082927	AAGW02082927	8829
chrUn2182	NW_003161505.1	AAGW02082928	AAGW02082928	8815
chrUn2183	NW_003161506.1	AAGW02082929	AAGW02082929	8813
chrUn2184	NW_003161507.1	AAGW02082930	AAGW02082930	8788
chrUn2185	NW_003161508.1	GL019971	GL019971	9493
chrUn2186	NW_003161509.1	AAGW02082934	AAGW02082934	8780
chrUn2187	NW_003161510.1	AAGW02082935	AAGW02082935	8767
chrUn2188	NW_003161511.1	AAGW02082936	AAGW02082936	8758
chrUn2189	NW_003161512.1	AAGW02082937	AAGW02082937	8758
chrUn2190	NW_003161513.1	AAGW02082938	AAGW02082938	8756
chrUn2191	NW_003161514.1	AAGW02082939	AAGW02082939	8750
chrUn2192	NW_003161515.1	AAGW02082940	AAGW02082940	8744
chrUn2193	NW_003161516.1	AAGW02082941	AAGW02082941	8740
chrUn2194	NW_003161517.1	AAGW02082942	AAGW02082942	8739
chrUn2195	NW_003161518.1	AAGW02082943	AAGW02082943	8732
